,Star_name,Distance,Mass,Radius,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity
0,Sun,0.000015813,1,1,11 Comae Berenices b,305,19.4 Jupiters,4.74,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6988/11-comae-berenices-b/,Gas Giant,2007,19.4 Jupiters,1.08 x Jupiter,1.29 AU,326 days,0.23
1,Sirius,0008.6,2.1,1.71,11 Ursae Minoris b,410,14.74 Jupiters,5.016,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6989/11-ursae-minoris-b/,Gas Giant,2009,14.74 Jupiters,1.09 x Jupiter,1.53 AU,1.4 years,0.08
2,Canopus,0310,15,71,14 Andromedae b,247,4.8 Jupiters,5.227,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6990/14-andromedae-b/,Gas Giant,2008,4.8 Jupiters,1.15 x Jupiter,0.83 AU,185.8 days,0.0
3,Alpha Centauri,0004.4,1.1,1.2,14 Herculis b,59,4.66 Jupiters,6.61,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6991/14-herculis-b/,Gas Giant,2002,4.66 Jupiters,1.15 x Jupiter,2.93 AU,4.9 years,0.37
4,Arcturus,0037,1.1,26,16 Cygni B b,69,1.78 Jupiters,6.25,1996,https://exoplanets.nasa.gov/exoplanet-catalog/6992/16-cygni-b-b/,Gas Giant,1996,1.78 Jupiters,1.2 x Jupiter,1.66 AU,2.2 years,0.68
5,Vega,0025,2.2,2.7,18 Delphini b,249,10.3 Jupiters,5.506,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6993/18-delphini-b/,Gas Giant,2008,10.3 Jupiters,1.11 x Jupiter,2.6 AU,2.7 years,0.08
6,Capella,0043,2.6,12,1RXS J160929.1-210524 b,473,8 Jupiters,12.057,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7061/1rxs-j1609291-210524-b/,Gas Giant,2008,8 Jupiters,1.664 x Jupiter,330.0 AU,6505.9 years,0.0
7,Rigel,0860,23,78.9,24 Bootis b,314,0.91 Jupiters,5.58,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7274/24-bootis-b/,Gas Giant,2018,0.91 Jupiters,1.24 x Jupiter,0.19 AU,30.4 days,0.04
8,Procyon,0011.4,1.5,1.9,24 Sextantis b,236,1.99 Jupiters,6.441,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6994/24-sextantis-b/,Gas Giant,2010,1.99 Jupiters,1.19 x Jupiter,1.333 AU,452.8 days,0.09
9,Betelgeuse,0640[1],20,950,24 Sextantis c,236,0.86 Jupiters,6.441,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6995/24-sextantis-c/,Gas Giant,2010,0.86 Jupiters,1.24 x Jupiter,2.08 AU,2.4 years,0.29
10,Achernar,0144,6.7,9.3,2MASS J01033563-5515561 AB b,154,13 Jupiters,,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7671/2mass-j01033563-5515561-ab-b/,Gas Giant,2013,13 Jupiters,1.1 x Jupiter,84.0 AU,1767.2 years,0.0
11,Hadar,0390,10.5,8.6,2MASS J01225093-2439505 b,117,24.5 Jupiters,14.24,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7062/2mass-j01225093-2439505-b/,Gas Giant,2013,24.5 Jupiters,1.0 x Jupiter,52.0 AU,593.2 years,0.0
12,Altair,0017,1.8,1.8,2MASS J02192210-3925225 b,129,13.9 Jupiters,15.012,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7063/2mass-j02192210-3925225-b/,Gas Giant,2015,13.9 Jupiters,1.44 x Jupiter,156.0 AU,5878.1 years,0.0
13,Acrux,0320,18,8.9,2MASS J04414489+2301513 b,457,7.5 Jupiters,18.967,2010,https://exoplanets.nasa.gov/exoplanet-catalog/7064/2mass-j044144892301513-b/,Gas Giant,2010,7.5 Jupiters,1.13 x Jupiter,15.0 AU,411 years,0.0
14,Aldebaran,0065,1.5,44,2MASS J12073346-3932539 b,210,4 Jupiters,20.15,2004,https://exoplanets.nasa.gov/exoplanet-catalog/7065/2mass-j12073346-3932539-b/,Gas Giant,2004,4 Jupiters,1.16 x Jupiter,46.0 AU,2207.3 years,0.0
15,Antares,0600,12,680,2MASS J19383260+4603591 b,1307,1.9 Jupiters,12.138,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7108/2mass-j193832604603591-b/,Gas Giant,2015,1.9 Jupiters,1.2 x Jupiter,0.92 AU,416 days,0.0
16,Spica,0260,11.43,7.47,2MASS J21402931+1625183 A b,82,20.95 Jupiters,17.396,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7066/2mass-j214029311625183-a-b/,Gas Giant,2009,20.95 Jupiters,0.92 x Jupiter,Unknown,20.1 years,0.26
17,Pollux,0034,1.9,8.8,2MASS J22362452+4751425 b,241,12.5 Jupiters,12.51,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7239/2mass-j223624524751425-b/,Gas Giant,2016,12.5 Jupiters,1.1 x Jupiter,230.0 AU,4505.7 years,0.0
18,Fomalhaut,0025,1.9,1.8,30 Arietis B b,146,13.82 Jupiters,6.962,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6996/30-arietis-b-b/,Gas Giant,2009,13.82 Jupiters,1.1 x Jupiter,0.99 AU,335.1 days,0.29
19,Deneb,"2,600",19,203,42 Draconis b,296,3.88 Jupiters,4.82,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6997/42-draconis-b/,Gas Giant,2008,3.88 Jupiters,1.16 x Jupiter,1.19 AU,479.1 days,0.38
20,Mimosa,0350,16,8.4,47 Ursae Majoris b,45,2.53 Jupiters,5.05,1996,https://exoplanets.nasa.gov/exoplanet-catalog/6998/47-ursae-majoris-b/,Gas Giant,1996,2.53 Jupiters,1.18 x Jupiter,2.1 AU,3 years,0.03
21,Regulus,0077,3.8,3.1,47 Ursae Majoris c,45,0.54 Jupiters,5.05,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6999/47-ursae-majoris-c/,Gas Giant,2001,0.54 Jupiters,1.27 x Jupiter,3.6 AU,6.6 years,0.1
22,Adhara,0430,12.5,14,47 Ursae Majoris d,45,1.64 Jupiters,5.05,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7000/47-ursae-majoris-d/,Gas Giant,2009,1.64 Jupiters,1.2 x Jupiter,11.6 AU,38.4 years,0.16
23,Shaula,0700,14.5,8.8,4 Ursae Majoris b,240,7.1 Jupiters,4.61,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6985/4-ursae-majoris-b/,Gas Giant,2006,7.1 Jupiters,1.13 x Jupiter,0.87 AU,269.3 days,0.43
24,Castor,0052,2.8,2.4,51 Eridani b,96,2 Jupiters,5.23,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7109/51-eridani-b/,Gas Giant,2015,2 Jupiters,1.19 x Jupiter,12.0 AU,32 years,0.45
25,Gacrux,0088,1.5,84,51 Pegasi b,50,0.46 Jupiters,5.5,1995,https://exoplanets.nasa.gov/exoplanet-catalog/7001/51-pegasi-b/,Gas Giant,1995,0.46 Jupiters,1.27 x Jupiter,0.0527 AU,4.2 days,0.01
26,Bellatrix,0240,8.6,5.8,55 Cancri b,41,0.8306 Jupiters,5.96,1996,https://exoplanets.nasa.gov/exoplanet-catalog/7002/55-cancri-b/,Gas Giant,1996,0.8306 Jupiters,1.24 x Jupiter,0.115227 AU,14.7 days,0.0
27,Elnath,0130,5.0,4.2,55 Cancri c,41,0.1714 Jupiters,5.96,2004,https://exoplanets.nasa.gov/exoplanet-catalog/7003/55-cancri-c/,Gas Giant,2004,0.1714 Jupiters,0.76 x Jupiter,0.241376 AU,44.4 days,0.02
28,Miaplacidus,0110,3.5,6.8,55 Cancri d,41,3.878 Jupiters,5.96,2002,https://exoplanets.nasa.gov/exoplanet-catalog/7004/55-cancri-d/,Gas Giant,2002,3.878 Jupiters,1.16 x Jupiter,5.503 AU,13.2 years,0.02
29,Alnilam,"2,000",32,42,55 Cancri e,41,8.08 Earths,5.96,2004,https://exoplanets.nasa.gov/exoplanet-catalog/7005/55-cancri-e/,Super Earth,2004,8.08 Earths,1.91 x Earth,0.01544 AU,0.7 days,0.03
30,Gamma Velorum,"01,100",9.0,6,55 Cancri f,41,0.141 Jupiters,5.96,2007,https://exoplanets.nasa.gov/exoplanet-catalog/7006/55-cancri-f/,Gas Giant,2007,0.141 Jupiters,0.677 x Jupiter,0.788 AU,262 days,0.31
31,Alnair,0101,4.0,3.4,61 Virginis b,28,5.1 Earths,4.74,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7007/61-virginis-b/,Neptune-like,2009,5.1 Earths,2.11 x Earth,0.050201 AU,4.2 days,0.12
32,Alioth,0081,2.9,4.2,61 Virginis c,28,18.2 Earths,4.74,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7008/61-virginis-c/,Neptune-like,2009,18.2 Earths,0.398 x Jupiter,0.2175 AU,38 days,0.14
33,Alnitak,01050,33,20,61 Virginis d,28,22.9 Earths,4.74,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7009/61-virginis-d/,Neptune-like,2009,22.9 Earths,0.456 x Jupiter,0.476 AU,123 days,0.35
34,Dubhe,0120,4.25,30,6 Lyncis b,179,2.01 Jupiters,5.86,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6986/6-lyncis-b/,Gas Giant,2008,2.01 Jupiters,1.19 x Jupiter,2.11 AU,2.6 years,0.07
35,Mirfak,0590,8.5,68,70 Virginis b,58,7.49 Jupiters,4.97,1996,https://exoplanets.nasa.gov/exoplanet-catalog/7010/70-virginis-b/,Gas Giant,1996,7.49 Jupiters,1.13 x Jupiter,0.481 AU,116.7 days,0.4
36,Wezen,"1,600",17,200,75 Ceti b,271,3 Jupiters,5.35,2012,https://exoplanets.nasa.gov/exoplanet-catalog/7011/75-ceti-b/,Gas Giant,2012,3 Jupiters,1.17 x Jupiter,2.1 AU,1.9 years,0.12
37,Sargas,0270,5.7,26,7 Canis Majoris b,65,1.85 Jupiters,3.92,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6987/7-canis-majoris-b/,Gas Giant,2011,1.85 Jupiters,1.2 x Jupiter,1.758 AU,2 years,0.06
38,Kaus Australis,0140,3.5,6.8,7 Canis Majoris c,65,0.87 Jupiters,3.92,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7505/7-canis-majoris-c/,Gas Giant,2019,0.87 Jupiters,1.24 x Jupiter,2.153 AU,2.7 years,0.08
39,Avior,0630,9.0,130,81 Ceti b,331,5.3 Jupiters,5.65,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7012/81-ceti-b/,Gas Giant,2008,5.3 Jupiters,1.14 x Jupiter,2.5 AU,2.6 years,0.21
40,Alkaid,0104,6.1,3.4,8 Ursae Minoris b,533,1.31 Jupiters,6.83,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7100/8-ursae-minoris-b/,Gas Giant,2015,1.31 Jupiters,1.22 x Jupiter,0.49 AU,93.4 days,0.06
41,Menkalinan,081,2.39,2.77,91 Aquarii b,144,3.2 Jupiters,4.25,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7013/91-aquarii-b/,Gas Giant,2013,3.2 Jupiters,1.17 x Jupiter,0.7 AU,181.4 days,0.03
42,Atria,0390,7,92,AB Pictoris b,163,13.5 Jupiters,9.128,2005,https://exoplanets.nasa.gov/exoplanet-catalog/7014/ab-pictoris-b/,Gas Giant,2005,13.5 Jupiters,1.1 x Jupiter,260.0 AU,4421.7 years,0.0
43,Alhena,0109,2.8,3.3,Alpha Arietis b,66,1.8 Jupiters,2,2010,https://exoplanets.nasa.gov/exoplanet-catalog/7038/alpha-arietis-b/,Gas Giant,2010,1.8 Jupiters,1.2 x Jupiter,1.2 AU,380.8 days,0.25
44,Peacock,0180,5.9,4.8,Alpha Tauri b,67,6.47 Jupiters,0.85,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7107/alpha-tauri-b/,Gas Giant,2015,6.47 Jupiters,1.13 x Jupiter,1.46 AU,1.7 years,0.1
45,Alsephina[2],0080,2.4,2.9,AU Microscopii b,32,0.18 Jupiters,8.81,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7635/au-microscopii-b/,Gas Giant,2020,0.18 Jupiters,0.375 x Jupiter,0.066 AU,8.5 days,0.1
46,Mirzam,0500,13.5,10,BD+03 2562 b,8540,6.4 Jupiters,9.58,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7176/bd03-2562-b/,Gas Giant,2017,6.4 Jupiters,1.13 x Jupiter,1.3 AU,481.9 days,0.2
47,Polaris,0430,5.4,39,BD-06 1339 b,66,8.5 Earths,9.7,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7073/bd-06-1339-b/,Neptune-like,2013,8.5 Earths,0.254 x Jupiter,0.0428 AU,3.9 days,0.0
48,Alphard,0180,3.0,50,BD-06 1339 c,66,0.17 Jupiters,9.7,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7074/bd-06-1339-c/,Gas Giant,2013,0.17 Jupiters,0.747 x Jupiter,0.435 AU,125.9 days,0.31
49,Mintaka,01200,24,16.5,BD-08 2823 b,135,12.7132 Earths,9.88,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7071/bd-08-2823-b/,Neptune-like,2009,12.7132 Earths,0.322 x Jupiter,0.06 AU,5.6 days,0.15
50,Scheat,0196,2.1,95,BD-08 2823 c,135,0.33 Jupiters,9.88,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7072/bd-08-2823-c/,Gas Giant,2009,0.33 Jupiters,1.11 x Jupiter,0.68 AU,237.6 days,0.19
51,Almaaz,0653,15,140,BD-10 3166 b,276,0.59 Jupiters,10.08,2000,https://exoplanets.nasa.gov/exoplanet-catalog/7070/bd-10-3166-b/,Gas Giant,2000,0.59 Jupiters,1.26 x Jupiter,0.04 AU,3.5 days,0.02
52,Rasalgethi,0360,2.8,280,BD-11 4672 b,89,0.65 Jupiters,9.99,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7069/bd-11-4672-b/,Gas Giant,2014,0.65 Jupiters,1.25 x Jupiter,2.36 AU,4.5 years,0.05
53,Tau Ceti,011.9,0.783,0.893,BD-11 4672 c,89,15.37 Earths,9.99,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7664/bd-11-4672-c/,Neptune-like,2020,15.37 Earths,0.36 x Jupiter,0.3 AU,74.2 days,0.4
54,Delta Pavonis,019.92,0.991,1.22,BD-13 2130 b,3095,9.78 Jupiters,9.45,2007,https://exoplanets.nasa.gov/exoplanet-catalog/7068/bd-13-2130-b/,Gas Giant,2007,9.78 Jupiters,1.11 x Jupiter,1.66 AU,2 years,0.21
55,Ran,010.48,0.82,0.74,BD+14 4559 b,161,1.04 Jupiters,9.63,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7075/bd14-4559-b/,Gas Giant,2009,1.04 Jupiters,1.23 x Jupiter,0.78 AU,268.9 days,0.29
56,V382 Carinae,"08,900",20,485,BD+15 2375 b,2525,1.061 Jupiters,10.31,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7025/bd15-2375-b/,Gas Giant,2016,1.061 Jupiters,1.23 x Jupiter,0.576 AU,153.2 days,0.0
57,Eta Carinae,"07,500",100,60–881,BD+15 2940 b,1408,1.11 Jupiters,9.046,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7076/bd15-2940-b/,Gas Giant,2013,1.11 Jupiters,1.23 x Jupiter,0.539 AU,137.5 days,0.26
58,Delta Cephei,0887,4.5,44.5,BD-17 63 b,113,5.1 Jupiters,9.566,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7067/bd-17-63-b/,Gas Giant,2008,5.1 Jupiters,1.15 x Jupiter,1.34 AU,1.8 years,0.54
59,Mu Cephei,"06,000",19.2,972,BD+20 2457 b,5450,55.59 Jupiters,9.75,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7078/bd20-2457-b/,Gas Giant,2009,55.59 Jupiters,1.03 x Jupiter,1.05 AU,379.6 days,0.15
60,Titawin,044.25,1.27,1.48,BD+20 2457 c,5450,12.47 Jupiters,9.75,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7079/bd20-2457-c/,Gas Giant,2009,12.47 Jupiters,1.1 x Jupiter,2.01 AU,1.7 years,0.18
61,Rho Cassiopeiae,"08,154",22,636-981,BD+20 274 b,4514,4.2 Jupiters,9.36,2012,https://exoplanets.nasa.gov/exoplanet-catalog/7077/bd20-274-b/,Gas Giant,2012,4.2 Jupiters,1.16 x Jupiter,1.3 AU,1.6 years,0.21
62,P Cygni,"05,545",30,76,BD+20 594 b,588,22.2481 Earths,11.038,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7166/bd20-594-b/,Neptune-like,2016,22.2481 Earths,0.23 x Jupiter,0.241 AU,41.7 days,0.0
63,La Superba,"01,000",,129 - 342,BD+48 738 b,2910,0.91 Jupiters,9.14,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6565/bd48-738-b/,Gas Giant,2011,0.91 Jupiters,1.24 x Jupiter,1.0 AU,392.6 days,0.2
64,VV Cephei,"04,900",18.2,"516 - 1,050",BD+48 740 b,2215,1.7 Jupiters,8.699,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7198/bd48-740-b/,Gas Giant,2018,1.7 Jupiters,1.2 x Jupiter,1.7 AU,2 years,0.76
65,61 Cygni,011.41,0.7,0.665,BD+49 828 b,1460,1.6 Jupiters,9.38,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6566/bd49-828-b/,Gas Giant,2015,1.6 Jupiters,1.21 x Jupiter,4.2 AU,7.1 years,0.35
66,R Doradus,0178,0.7 - 1.0,298,Beta Cancri b,295,7.8 Jupiters,3.53,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7039/beta-cancri-b/,Gas Giant,2014,7.8 Jupiters,1.12 x Jupiter,1.7 AU,1.7 years,0.08
67,Polaris Australis,0281,1.59,3.74,Beta Pictoris b,64,11 Jupiters,3.85,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7040/beta-pictoris-b/,Gas Giant,2008,11 Jupiters,1.65 x Jupiter,9.1 AU,21 years,0.08
68,R Coronae Borealis,"04,566",0.85,85,Beta Pictoris c,64,9 Jupiters,3.85,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7461/beta-pictoris-c/,Gas Giant,2019,9 Jupiters,1.12 x Jupiter,2.7 AU,3.3 years,0.24
69,54 Piscium,036.1,0.76,0.94,Beta Ursae Minoris b,127,6.1 Jupiters,2.08,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7041/beta-ursae-minoris-b/,Gas Giant,2014,6.1 Jupiters,1.14 x Jupiter,1.4 AU,1.4 years,0.19
70,Mira,0300,1.2,370,CFBDSIR J145829+101343 b,75,10.5 Jupiters,,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6567/cfbdsir-j145829101343-b/,Gas Giant,2011,10.5 Jupiters,1.11 x Jupiter,2.6 AU,27.5 years,0.0
71,RW Cephei,"014,000",13.9,"1,158",CHXR 73 b,623,12.569 Jupiters,17.293,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6568/chxr-73-b/,Gas Giant,2006,12.569 Jupiters,1.1 x Jupiter,210.0 AU,5146.9 years,0.0
72,Lacaille 8760,012.87,0.6,0.51,CI Tauri b,515,11.6 Jupiters,12.939,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7422/ci-tauri-b/,Gas Giant,2019,11.6 Jupiters,1.11 x Jupiter,Unknown,9 days,0.25
73,V838 Monocerotis,"019,896",?,380 - 750,CoRoT-10 b,1125,2.75 Jupiters,15.22,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1327/corot-10-b/,Gas Giant,2010,2.75 Jupiters,0.97 x Jupiter,0.1055 AU,13.2 days,0.53
74,HD 140283,0190,?,1.4,CoRoT-11 b,1827,2.33 Jupiters,12.939,2010,https://exoplanets.nasa.gov/exoplanet-catalog/4931/corot-11-b/,Gas Giant,2010,2.33 Jupiters,1.43 x Jupiter,0.0436 AU,3 days,0.0
75,II Pegasi,0130,0.8,3.4,CoRoT-12 b,3751,0.917 Jupiters,15.515,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1328/corot-12-b/,Gas Giant,2010,0.917 Jupiters,1.44 x Jupiter,0.04016 AU,2.8 days,0.07
76,VY Canis Majoris,"03,900",17,"1,420",CoRoT-13 b,3458,1.308 Jupiters,15.039,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1329/corot-13-b/,Gas Giant,2010,1.308 Jupiters,0.885 x Jupiter,0.051 AU,4 days,0.0
77,Pistol Star,"025,000",100,320,CoRoT-14 b,4371,7.6 Jupiters,16.033,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1330/corot-14-b/,Gas Giant,2010,7.6 Jupiters,1.09 x Jupiter,0.027 AU,1.5 days,0.0
78,S Doradus,"0169,000",24,380,CoRoT-16 b,2740,0.535 Jupiters,15.63,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1331/corot-16-b/,Gas Giant,2011,0.535 Jupiters,1.17 x Jupiter,0.0618 AU,5.4 days,0.33
79,UY Scuti,"05,100",7–10,755,CoRoT-17 b,3001,2.43 Jupiters,15.46,2011,https://exoplanets.nasa.gov/exoplanet-catalog/4932/corot-17-b/,Gas Giant,2011,2.43 Jupiters,1.02 x Jupiter,0.0461 AU,3.8 days,0.0
80,Barnard's Star,05.98,0.14,0.20,CoRoT-18 b,2838,3.47 Jupiters,15,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1332/corot-18-b/,Gas Giant,2011,3.47 Jupiters,1.31 x Jupiter,0.0295 AU,1.9 days,< 0.08
81,Luhman 16,06.52,0.04,?,CoRoT-19 b,2512,1.11 Jupiters,14.007,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1333/corot-19-b/,Gas Giant,2011,1.11 Jupiters,1.29 x Jupiter,0.0518 AU,3.9 days,0.05
82,Proxima Centauri,04.25,0.12,0.15,CoRoT-1 b,2627,1.03 Jupiters,13.6,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1237/corot-1-b/,Gas Giant,2008,1.03 Jupiters,1.49 x Jupiter,0.02752 AU,1.5 days,0.0
83,KIC 8462852,"01,470",1.43,1.58,CoRoT-20 b,2819,4.3 Jupiters,14.66,2011,https://exoplanets.nasa.gov/exoplanet-catalog/4933/corot-20-b/,Gas Giant,2011,4.3 Jupiters,0.84 x Jupiter,0.09 AU,9.2 days,0.59
84,R136a1,"0163,000",290,32,CoRoT-20 c,2819,17 Jupiters,14.66,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6349/corot-20-c/,Gas Giant,2018,17 Jupiters,1.09 x Jupiter,2.9 AU,4.6 years,0.6
85,Melnick 42,"0163,000",189,21.1,CoRoT-21 b,4563,2.26 Jupiters,16,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6429/corot-21-b/,Gas Giant,2012,2.26 Jupiters,1.3 x Jupiter,0.0417 AU,2.7 days,0.0
86,WR 102,"018,134",19,0.39,CoRoT-22 b,1931,12.2 Earths,13.944,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1334/corot-22-b/,Neptune-like,2014,12.2 Earths,0.435 x Jupiter,0.092 AU,9.8 days,0.08
87,VFTS 352,"0164,000",57.48,14.47,CoRoT-23 b,1957,2.8 Jupiters,15.63,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1335/corot-23-b/,Gas Giant,2011,2.8 Jupiters,1.05 x Jupiter,0.048 AU,3.6 days,0.16
88,YBP 1194,"02,772",1.01,0.99,CoRoT-24 b,1957,5.7 Earths,15.18,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4934/corot-24-b/,Neptune-like,2014,5.7 Earths,0.33 x Jupiter,0.056 AU,5.1 days,0.0
89,Gliese 1214,047.5,0.16,0.21,CoRoT-24 c,1957,28 Earths,15.18,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1336/corot-24-c/,Neptune-like,2014,28 Earths,0.44 x Jupiter,0.098 AU,11.8 days,0.0
90,NML Cygni,"05,251",50,"1,640 - 2,770",CoRoT-25 b,3262,0.27 Jupiters,14.711,2013,https://exoplanets.nasa.gov/exoplanet-catalog/1337/corot-25-b/,Gas Giant,2013,0.27 Jupiters,1.08 x Jupiter,0.0578 AU,4.9 days,0.0
91,VB 10,018.72,0.075,0.10,CoRoT-26 b,5448,0.52 Jupiters,15.468,2013,https://exoplanets.nasa.gov/exoplanet-catalog/4935/corot-26-b/,Gas Giant,2013,0.52 Jupiters,1.26 x Jupiter,0.0526 AU,4.2 days,0.0
92,WOH G64,"0163,000",<20,"1,540 - 1,730",CoRoT-27 b,3377,10.39 Jupiters,15.54,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1338/corot-27-b/,Gas Giant,2014,10.39 Jupiters,1.007 x Jupiter,0.0476 AU,3.6 days,< 0.065
93,TRAPPIST-1,039.6,0.089,0.12,CoRoT-28 b,1827,0.484 Jupiters,13.412,2015,https://exoplanets.nasa.gov/exoplanet-catalog/1339/corot-28-b/,Gas Giant,2015,0.484 Jupiters,0.955 x Jupiter,0.0603 AU,5.2 days,0.05
94,2MASS J0523-1403,040.3,0.07,0.086,CoRoT-29 b,2495,0.85 Jupiters,15.239,2015,https://exoplanets.nasa.gov/exoplanet-catalog/1340/corot-29-b/,Gas Giant,2015,0.85 Jupiters,0.9 x Jupiter,0.0386 AU,2.9 days,0.08
95,WISE 0855−0714,07.27,0.003,?,CoRoT-2 b,652,3.47 Jupiters,12.57,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1238/corot-2-b/,Gas Giant,2008,3.47 Jupiters,1.466 x Jupiter,0.02798 AU,1.7 days,0.01
96,Icarus,"014,400,000,000",33,?,CoRoT-30 b,3132,2.9 Jupiters,15.65,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7609/corot-30-b/,Gas Giant,2020,2.9 Jupiters,1.009 x Jupiter,0.0844 AU,9.1 days,0.01
